document_id,text
doc_0011,"This is turning into 'what's a moonbase good for', and I ought not to post when I've a hundred some odd posts to go, but I would think that the real reason to have a moon base is economic. Since someone with space industry will presumeably have a much larger GNP than they would _without_ space industry, eventually, they will simply be able to afford more stuff."
doc_0012,"Ah, those poor genocide apologists. Such quaintly charming habits of the Armenian barbarism and fascism. No swinging of lies will be enough to cover up the crimes of the x-Soviet Armenian Government. Not a chance. Now let the Kurdish scholars speak for themselves. Source: Hassan Arfa, ""The Kurds,"" (London, 1968), pp. 25-26. ""When the Russian armies invaded Turkey after the Sarikamish disaster of 1914, their columns were preceded by battalions of irregular Armenian volunteers, both from the Caucasus and from Turkey. One of these was commanded by a certain Andranik, a blood-thirsty adventurer. These Armenian volunteers committed all kinds of excesses, more than six hundred thousand Kurds being killed between 1915 and 1916 in the eastern vilayets of Turkey."" Sources: (The Ottoman State, the Ministry of War), ""Islam Ahalinin Ducar Olduklari Mezalim Hakkinda Vesaike Mustenid Malumat,"" (Istanbul, 1918). The French version: ""Documents Relatifs aux Atrocites Commises par les Armeniens sur la Population Musulmane,"" (Istanbul, 1919). In the Latin script: H. K. Turkozu, ed., ""Osmanli ve Sovyet Belgeleriyle Ermeni Mezalimi,"" (Ankara, 1982). In addition: Z. Basar, ed., ""Ermenilerden Gorduklerimiz,"" (Ankara, 1974) and, edited by the same author, ""Ermeniler Hakkinda Makaleler - Derlemeler,"" (Ankara, 1978). ""Askeri Tarih Belgeleri ...,"" Vol. 32, 83 (December 1983), document numbered 1881. ""Askeri Tarih Belgeleri ....,"" Vol. 31, 81 (December 1982), document numbered 1869. ""Those who were capable of fighting were taken away at the very beginning with the excuse of forced labor in road construction, they were taken in the direction of Sarikamis and annihilated. When the Russian army withdrew, a part of the remaining people was destroyed in Armenian massacres and cruelties: they were thrown into wells, they were locked in houses and burned down, they were killed with bayonets and swords, in places selected as butchering spots, their bellies were torn open, their lungs were pulled out, and girls and women were hanged by their hair after being subjected to every conceivable abominable act. A very small part of the people who were spared these abominations far worse than the cruelty of the inquisition resembled living dead and were suffering from temporary insanity because of the dire poverty they had lived in and because of the frightful experiences they had been subjected to. Including women and children, such persons discovered so far do not exceed one thousand five hundred in Erzincan and thirty thousand in Erzurum. All the fields in Erzincan and Erzurum are untilled, everything that the people had has been taken away from them, and we found them in a destitute situation. At the present time, the people are subsisting on some food they obtained, impelled by starvation, from Russian storages left behind after their occupation of this area."" Source: ""Adventures in the Near East"" by A. Rawlinson, Jonathan Cape, 30 Bedford Square, London, 1934 (First published 1923) (287 pages). (Memoirs of a British officer who witnessed the Armenian genocide of 2.5 million Muslim people) p. 184 (second paragraph) ""I had received further very definite information of horrors that had been committed by the Armenian soldiery in Kars Plain, and as I had been able to judge of their want of discipline by their treatment of my own detached parties, I had wired to Tiflis from Zivin that 'in the interests of humanity the Armenians should not be left in independent command of the Moslem population, as, their troops being without discipline and not under effective control, atrocities were constantly being committed, for which we should with justice eventually be held to be morally responsible'."" p. 177 (third paragraph) ""Armenian troops, who, having pillaged and destroyed all the Moslem villages in the plain...."" ""Caravans of refugees were in the meanwhile constantly arriving from the plain, from which the whole Moslem population was fleeing with as much of their personal property as they could transport, seeking to obtain security and protection..."" p. 178 (first paragraph) ""In those Moslem villages in the plain below which had been searched for arms by the Armenians everything had been taken under the cloak of such search, and not only had many Moslems been killed, but horrible tortures had been inflicted in the endeavour to obtain information as to where valuables had been hidden, of which the Armenians were aware of the existence, although they had been unable to find them."" p. 181 (first paragraph) ""the Armenians from the plain were attacking the Kurdish line with artillery, with probably a large force in support."" p. 175 (first paragraph) ""The arrival of this British brigade was followed by the announcement that Kars Province had been allotted by the Supreme Council of the Allies to the Armenians, and that announcement having been made, the British troops were then completely withdrawn, and Armenian occupation commenced. Hence all the trouble; for the Armenians at once commenced the wholesale robbery and persecution of the Muslem population on the pretext that it was necessary forcibly to deprive them of their arms. In the portion of the province which lies in the plains they were able to carry out their purpose, and the manner in which this was done will be referred to in due course."" Serdar Argic"
doc_0013,"Someone sent me this FAQ by E-mail and I post my response here. [I'm not enforcing the inclusion limits on this FAQ because most of our readers probably haven't seen it. --clh] Christ warns that anyone who ""breaks one of the least of these commandments *and* teaches otheres to do the same will be called least in the kingdom of heaven"" (Matt. 5:19. This FAQ is so full of error that I must respond to it. I hope that whoever maintains will remove from it the partisan theology. 1. The law was known to man before it was revealed on Mount Sinai. Rom 4:15 notes that ""where no law is, there is no transgression."" Not only did sin exist before Sinai (Eden), but the Sabbath was kept before it was revealed on Sinai (Ex 16). 2. The problem with the first covenant was not the law, but the promise which undergirded it. God wanted to perform his will in the lives of the people, but in their ignorance after 400 years of slavery, they promised ""what ever He says to do we will do."" That is why the new covenant is based on ""better promises"" (Heb. 8:6). Rather than do away with the law God promised to ""put my laws in their minds and write them on their hearts"" (Heb. 8:10). 3. Including the Sabbath in the Acts 15 is selective inclusion. The Sabbath was more important to the Jews than circumcision. If any attempt had been made to do away with the Sabbath the reaction would have been even more strident than is recorded in Acts 15. Do not confuse the weekly Sabbath of the Decalogue with the ceremonial sabbaths which could occur at any time of the week and were part of the law (ceremonial) which was *added* because of transgression (of the moral law) (Gal 3:19). 4. Israel stands for God's people of all time. That is why God *grafted* the Gentiles in. Roma 9:4 says that the adoption, the glory, the covenants, the giving of the law, the service of God and the promises belong to Israelites. In explanation Paul makes it clear that being born into Israel is not enough ""For they are not all Israel, which are of Israel"" v 6. Then in Gal 3:19 he says ""if ye be Christ's, then are ye Abraham's seed, and heirs according to the promise."" All Christians are Abraham's seed, Jews, Israelites. Not physically, for that is not the criterion, but spiritually. We are joint heirs with Jesus based on the promise God made to all his people the Israelites. People would probably agree but they are wrong. How can the Sabbath commandment be ceremonial when it is part of a law which predates the ceremonial laws? You are not free to choose your time of worship. Even if you were why do you follow a day of worship which has its origins in pagan sun worship. Would you rather give up a day which God blessed, sanctified, and hallowed in exchange for one which all church leaders agree has not biblical foundation (see Sabbath Admissions in soc.religion.christian.bible-study). I do not care what Calvin or any theologian says. My guide is what God says. If being not under the law means we do not have to keep the law, why is it that the only section of the law we have trouble with is the Sabbath commandment, which is the only one God thought was important enough to say *REMEMBER*? If you study the word deeply you will note that the message is that we are no longer under the condemnation of the law but freed by the grace of God. If a cop pulls me over for speeding, then in court I ask for mercy and the judge does not throw the book at me but gives me grace, do I walk out of the court saying ""I can now go on speeding, for I am now under grace?"" Being under grace I now drive within the speed limit. Paul adds to it in Rom. 3:31 ""Di we then make void the law through faith? God forbid: yea, we establish the law."" ""Wherefore the law is holy, and the commandment holy, and just, and good"" (Rom. 7:12). Do you prefer implication to fact? A careful study of the Acts 20 shows that the meeting was on Saturday night and that on Sunday morning Paul did not go to a worship service, but set off on a long journey by foot to Assos. In ICor 16 there is no way you can equate ""lay by him in store"" with ""go to a worship service."" Wrong. These are the sabbath days of the ceremonial law, not the Sabbath day of the moral law. Why would you prefer to twist and turn, relying on different arguments which conflict with each other, rather than obey a simple request from a God who loved you enough to die for you. Jesus died because the law could not be changed. Why bother to die in order to meet the demands of a broken law if all you need to do is change the law. Penalties for law breaking means the law is immutable. That is why it is no sin not to follow the demands of the ceremonial laws. It will always be a sin to make false gods, to violate God's name, to break the Sabbath, to steal, to kill, etc. Except it you disagree. But then your opinion has no weight when placed next to the word of God. Darius [It's not clear how much more needs to be said other than the FAQ. I think Paul's comments on esteeming one day over another (Rom 14) is probably all that needs to be said. I accept that Darius is doing what he does in honor of the Lord. I just wish he might equally accept that those who ""esteem all days alike"" are similarly doing their best to honor the Lord. However I'd like to be clear that I do not think there's unambiguous proof that regular Christian worship was on the first day. As I indicated, there are responses on both of the passages cited. The difficulty with both of these passages is that they are actually about something else. They both look like they are talking about nnregular Christian meetings, but neither explicitly says ""and they gathered every Sunday for worship"". We get various pieces of information, but nothing aimed at answering this question. Act 2:26 describes Christians as participating both in Jewish temple worship and in Christian communion services in homes. Obviously the temple worship is on the Sabbath. Acts 13:44 is an example of Christians participating in them. Unfortunately it doesn't tell us what day Christians met in their houses. Acts 20:7, despite Darius' confusion, is described by Acts as occuring on Sunday. (I see no reason to impose modern definitions of when days start, when the Biblical text is clear about what was meant.) The wording implies to me that this was a normal meeting. It doesn't say they gathered to see Paul off, but that when they were gathered for breaking bread, Paul talked about his upcoming travel. But that's just not explicit enough to be really convincing. Similarly with 1 Cor 16:2. It says that on the first day they should set aside money for Paul's collection. Now if you want to believe that they gathered specially to do this, or that they did it in their homes, I can't disprove it, but the obvious time for a congregation to take an offering would be when they normally gather for worship, and if they were expected to do it in their homes there would be no reason to mention a specific day. So I think the most obvious reading of this is that ""on the first day of every week"" simply means every time they gather for worship. I think the reason we have only implications and not clear statements is that the NT authors assumed that their readers knew when Christian worship was."
doc_0014,"> I realize I'm entering this discussion rather late, but I do >have one question. Wasn't it a Reagan appointee, James Watt, a >pentacostal christian (I think) who was the secretary of the interior >who saw no problem with deforestation since we were ""living in the >last days"" and ours would be the last generation to see the redwoods >anyway? I heard the same thing, but without confirmation that he actually said it. It was just as alarming to us as to you; the Bible says that nobody knows when the second coming will take place."
doc_0015,"It is the Croats that were divided, at least 70,000 were left in Serbian province of Vojvodina. It is the Muslims that were divided, 200,000 left in the region of Sanjak that now belongs to Serbia. If the Serbs in Croatia and Bosnia-Hercegovina want self-determination, the same right should be given to Croats and Muslims, and Albanians and Hungarians in Serbia. Why should Serbia be exempted?"
doc_0016,"I wrote that I thought that 2 Peter 1:20 meant, ""no prophecy of Scripture (or, as one reader suggests, no written prophecy) is merely the private opinion of the writer."" Tony Zamora replies (Sat 8 May 1993) that this in turn implies that it is not subject to the private interpretation of the reader either. I am not sure that I understand this. In one sense, no statement by another is subject to my private interpretation. If reliable historians tell me that the Athenians lost the Pelopennesian War, I cannot simply interpret this away because I wanted the Athenians to win. Facts are facts and do not go away because I want them to be otherwise. In another sense, every statement is subject to private interpretation, in that I have to depend on my brains and expereience to decide what it means, and whether it is sufficiently well attested to merit my assent. Even if the statement occurs in an inspired writing, I still have to decide, using my own best judgement, whether it is in fact inspired. This is not arrogance -- it is just an inescapable fact."
doc_0017,"writes a ""Who woulda thunk it"" article which is really the same piece every time. ""Who would have thought that [Buddy Biancalana] would have more home runs than [the Colorado Rockies, Babe Ruth, Omar Vizquel and Nolan Ryan] COMBINED!"" He's an idiot, if it's the same guy."
doc_0018,"Hi, baseball fans! So what do you say? Don't you think he deserves it? I mean, heck, if Dave Winfield (ho-hum) is seriously being considered for it, as is Lee Smith (ha), then why don't we give Dave Kingman a chance? Or Darrell Evans! Yeah, yeah! After the Hall of Fame takes in them, it can take in Eddie Murray and Jeff Reardon. Well, in any case, I am sick and tired (mostly sick) of everybody giving Hall of Fame consideration to players that are by today's standards, marginal. Honestly, Ozzie Smith and Robin Yount don't belong there. They're both shortstops that just hung around for a long time. Big deal. Let's be a little more selective, huh? Stop handing out these honors so liberally. Save them for the guys who really deserve it. Face it, if something isn't done, there will be little prestige in the Hall of Fame anymore. When certain individuals believe that Steve Garvey or Jack Morris are potential candidates, the absurdity is apparent. Gee, can these guys even compare to the more likely future Hall of Famers like Kirby Puckett or Nolan Ryan?"
doc_0019,"This was known as *Journey to the Far Side of the Sun* in the United States and as *Doppelganger* in the U.K. It was produced by the great team of Gerry and Sylvia Anderson (whose science was usually a bit better than this). It may have been their first production using live actors-- they were better known for their technophilic puppet shows, such as *Supercar*, *Stingray*, and *Thunderbirds*. Later, they went on to do more live-action SF series: *UFO* and *Space: 1999*. The astronomy was lousy, but the lifting-body spacecraft, VTOL airliners, and mighty Portugese launch complex were *wonderful* to look at."
doc_0020,"If a manual transmission is a ""must have"", then the M-B 300TE is not in the running. You cannot get a manual transmission in that car in North America. It seems that buyers here (or, maybe more accurately, the distributors) are not interested in manual trannies. The '93 300 line comes with a 217 hp engine. All earlier years are 177 hp. I have an '87 300E, with a ""mere"" 177 hp and auto tranny, and I find that it has sufficient power for any normal driving situation. More is always nice, but I can't complain. I test drove a Saab 900 CSE last fall. Here are my impressions: 1) Awesome power, especially over 3500rpm, when the turbo really comes on. 2) If you get on the power really hard in a tight corner, the front-wheel drive causes it to understeer heavily, and then viciously ""hook"" into the corner. Not a desirable handling trait, but common in powerful front drive cars. (The CSE is 200hp. Mercedes is rear-drive, so it does not have this problem.) 3) Huge interior and cargo space. 4) The most ""rubbery"" shifter I have ever encountered. I drove a 5spd. It was absolutely numb. You might be able to get used to it - I don't know. I also didn't like its location, which was too far down, and too far right. From the shifter's position, I got the impression that Saab really designed the car for an automatic. 5) It was rather noisy: Engine buzz, rattles, and creaks. (Mercedes does not exhibit these characteristics.) You should also check out the new BMW 525 ""touring"". This is a wagon version of the 525i. It fits into the class with the 300TE and Saabs."
doc_0021,"No. Do this. Have the DC-X1, make an unscheduled landing at teh 50 yard line during the halftime show of This years Superbowl. ABC will have more reporters there for that, then at any news event."
doc_0022,"ac = In <9304202017@zuma.UUCP> sera@zuma.UUCP (Serdar Argic) pl = linden@positive.Eng.Sun.COM (Peter van der Linden) pl: 1. So, did the Turks kill the Armenians? ac: So, did the Jews kill the Germans? ac: You even make Armenians laugh. ac: ""An appropriate analogy with the Jewish Holocaust might be the ac: systematic extermination of the entire Muslim population of ac: the independent republic of Armenia which consisted of at ac: least 30-40 percent of the population of that republic. The ac: memoirs of an Armenian army officer who participated in and ac: eye-witnessed these atrocities was published in the U.S. in ac: 1926 with the title 'Men Are Like That.' Other references abound."" Typical Mutlu. PvdL asks if X happened, the response is that Y happened. Even if we grant that the Armenians *did* do what Cosar accuses them of doing, this has no bearing on whether the Turks did what they are accused of. While I can understand how an AI could be this stupid, I can't understand how a human could be such a moron as to either let such an AI run amok or to compose such pointless messages himself. I do not expect any followup to this article from Argic to do anything to alleviate my puzzlement. But maybe I'll see a new line from his list of insults."
doc_0023,"How about the following scholarly source? Source: Pierre Oberling, ""The Road to Bellapais: The Turkish Cypriot Exodus to Northern Cyprus"", Social Science Monographs, Boulder, 1982, ISBN 88033-000-7. Well, I am forced to disagree with you. The Greeks started massacring the Turkish population on Cyprus in 1974. In 1974, Turkiye stepped into Cyprus to preserve the lives of the Turkish population there. This is nothing but a simple historical fact. Unfortunately, the intervention was too late at least for some of the victims. Mass graves containing numerous bodies of women and children already showed what fate had been planned for a peaceful minority. The people of Turkiye know quite well that Greece and the Greek Cypriots will never abandon the idea of hellenizing Cyprus and will remain eternally hopeful of uniting it with Greece, someday, whatever the cost to the parties involved. The history speaks for itself. Greece was the sole perpetrator of invasion on that island when it sent its troops on July 15, 1974 in an attempt to topple the legitimate government of Archibishop Makarios. The release of Nikos Sampson, a member of EOKA [National Organization of Cypriot Fighters] and a convicted terrorist, shows that the 'enosis' mentality continues to survive in Greece. One should not forget that Sampson dedicated his life to annihilating the Turks in Cyprus, committed murder to achieve this goal, and tried to destroy the island's independence by annexing it to Greece. Of course, the Greek governments will have to bear the consequences for this irresponsible conduct. Turkish Cypriots are simply seeking guarantees that will preclude a repeat performance by the fanatical cadres of the Greeks' EOKA. If such assurances are not perfectly implemented, there is every reason to expect that the local Greeks will be misguided enough to perpetrate their past mistakes. On such an occasion, the Turkish side may not find it satisfactory to act with reluctance to go any further than before, for it is unacceptable to remain always defensive against cyclical vicious attacks. Therefore it would be better to have a true federation of two separate sections living in obligatory peace, rather than another armed confrontation that would be started by the Greeks and obligatorily but decisively terminated by the Turks. The present Greek government is trying to tyrannize the Turkish population in western Thrace by forbidding it its ethnic and religious rights, which were established through international treaties. One might be better advised to remember that misadventures against Turkiye do not serve Greece well. An offer of membership in the European Common Market as bait for concessions that may doom the Turks in Cyprus to extinction is not a viable course for Greece or her friends. Neither Turkish lives nor Turkish honor has been placed on the bidding block to be sold for commercial gain. Serdar Argic"
doc_0024,"I don't have the faintest idea what literature it is to which you refer. Is this an explicit statement by some document? Or is it your interpretation of statements in such literature? Or is this a figment of your imagination or a Nazi Armenian propaganda movie script? In any case, a fascinating piece of analysis. Here are the facts: Source: Walker, Christopher: ""Armenia: The Survival of a Nation."" New York (St. Martin's Press), 1980. This generally pro-Armenian work contains the following information of direct relevance to the Nazi Holocaust: a) Dro (the butcher), the former dictator of x-Soviet Armenia and the architect of the genocide of 2.5 million Muslims, the most respected of Nazi Armenian leaders, established an Armenian Provisional Republic in Berlin during World War II; b) this 'provisional government' fully endorsed and espoused the social theories of the Nazis, declared themselves and all Armenians to be members of the Aryan 'Super-Race;' c) they published an Anti-Semitic, racist journal, thereby aligning themselves with the Nazis and their efforts to exterminate the Jews; and, d) they mobilized an Armenian Army of up to 30,000 members which fought side by side with the Wehrmacht. In fact, by 1942, Nazi Armenians in Europe had established a vast network of pro-German collaborators, that extended over two continents. Thousands of Armenians were serving the German army and Waffen-SS in Russia and Western Europe. Armenians were involved in espionage and fifth-column activities for Hitler in the Balkans and Arabian Peninsula. They were promised an 'independent' state under German 'protection' in an agreement signed by the 'Armenian National Council.' (A copy of this agreement can be found in the 'Congressional Record,' November 1, 1945; see Document 1.) On this side of the Atlantic, Nazi Armenians were aware of their brethrens alliance. They had often expressed pro-Nazi sentiments until America entered the war. In 1941, while the Jews were being assembled for their doom in the Nazi concentration camps, the Nazi Armenians in Germany formed the first Armenian battalion to fight alongside the Nazis. In 1943, this battalion had grown into eight battalions of 30,000-strong under the command of Dro (the butcher), who was the former dictator of x-Soviet Armenia and the architect of the cold-blooded genocide of 2.5 million Turks and Kurds between 1914-1920. An Armenian National Council was formed by the notorious Dashnak Party leaders in Berlin, which was recognized by the Nazis. Encouraged by this, the Armenians summarily formed a provisional government that endorsed and espoused fully the principles of the Nazis and declared themselves as the members of the Aryan super race and full participants to Hitler's policy of extermination of the Jews. This Armenian-Nazi conspiracy against the Jews during WWII was an ""encore"" performance staged by the Armenians during WWI, when they back-stabbed and exterminated 2.5 million Muslims by colluding with the invading Russian army. Serdar Argic"
